tweet1,tweet2,tweet3,tweet4,tweet5,tweet6,tweet7,tweet8,tweet9,tweet10
I think the real question we need to be asking is if any of the people who got blood clots from the JampJ vaccine had https://t.co/yC3iRTEGHX Ignore: @^@*@1382051704980537347@^@*@Missouri@^@*@None,Which #CovidVaccine are you getting https://t.co/UqdHDCWpZc Ignore: @^@*@1382051572666966017@^@*@Colorado@^@*@Boulder,Did the FDA and Pfizer hold the COVID vaccine until after Trump lost reelection  What I saw inside the FDA dese https://t.co/GKVuCQfhR5 Ignore: @^@*@1382051486700597256@^@*@District of Columbia@^@*@Washington,Finding Your Immunity from Disease https://t.co/JLDXLXWWKN via @YouTube #Christian #Healing #Prayer #JesusChrist https://t.co/ELa3ROFXod Ignore: @^@*@1382051404303323136@^@*@District of Columbia@^@*@Washington,North Carolina joins other states in halting use of #JohnsonandJohnson vaccine following six severe reactions one https://t.co/IA1nbc7xPK Ignore: @^@*@1382051381041827843@^@*@North Carolina@^@*@None,Really feeling this today:https://t.co/BbmKie6Y6O#vaccinated #CovidVaccine Ignore: @^@*@1382051379406000130@^@*@Utah@^@*@Salt Lake City,Our Dr. Meyerowitz answers @RhinaValentin @BronxNet common #COVIDVaccine FAQs. He covers boosters antibody data at https://t.co/rCiwrDU5ie Ignore: @^@*@1382051194596655112@^@*@New York@^@*@New York,Working on a FAQ style article re COVID vaccinations for children. Parents what questions do you have#COVID19 #CovidVaccine #parenting Ignore: @^@*@1382051100153556998@^@*@Wisconsin@^@*@None,See this Instagram video by @drjorgemd Does the J and J vaccine cause blood clots I discussed today on CNN with D https://t.co/9EK5RziwW4 Ignore: @^@*@1382051015910825987@^@*@California@^@*@None,I got my 2nd Pfizer shot yesterday. Woke up at 2am with those super sweaty chills you get when you break a flu. Fee https://t.co/teje5WKZ1U Ignore: @^@*@1382049927790882817@^@*@California@^@*@None
ON PAUSE#California health officials and various #BayArea counties are temporarily pausing the use of @JNJNewss o https://t.co/mBVq6zpOoF Ignore: @^@*@1382049448197378048@^@*@California@^@*@None,Why does the government and mainstream media try so hard to DIVIDE everyone. The Television is the enemy of the peo https://t.co/fENl80uDM8 Ignore: @^@*@1382048809954508800@^@*@Texas@^@*@Dallas,San Diego County orders pause of Johnson amp Johnson vaccineThe FDA and CDC called for use of the vaccine to be ha https://t.co/RXKHFyglXL Ignore: @^@*@1382048707605098500@^@*@California@^@*@San Diego,In my opinion all this #CovidVaccine competition shaming etc. needs to stop. If someone chooses not to be vaccinat https://t.co/uT1dNw5anE Ignore: @^@*@1382048515694620677@^@*@Colorado@^@*@None,We have exciting news to share! Starting this week all community members age 16 and up are eligible for the https://t.co/Ys045dEOuN Ignore: @^@*@1382048453010788353@^@*@California@^@*@Los Angeles,PeterHogenkampWrites: Want the Pandemic to Be Over nod head Good then get your #CovidVaccine #COVID19 #pandemic https://t.co/aciXpSRQbW Ignore: @^@*@1382048334895022085@^@*@Vermont@^@*@None,WHO says 87 of world vaccine supply has gone to higher income countrieshttps://t.co/zHdUXMLdbl#CovidVaccine https://t.co/yD7QT7WmeT Ignore: @^@*@1382048207031709698@^@*@Oregon@^@*@Portland,Are you fully vaccinated Heres what you should do with your COVID19 Vaccination Report Card.#COVIDVaccine https://t.co/totHhs7n0N Ignore: @^@*@1382047241356070920@^@*@California@^@*@Santa Barbara,With the #COVID19 #vaccine rollout happening at a rapid pace #traveling is on the rise again! If you are on https://t.co/iasY2KqdoM Ignore: @^@*@1382047228248739840@^@*@None@^@*@None,Today the CDC and FDA released a statement pausing the distribution of the Johnson amp Johnson #covidvaccine after si https://t.co/D29thhmu49 Ignore: @^@*@1382047113530503178@^@*@New York@^@*@Rochester
@freep #CovidVaccine #JohnsonAndJohnsonVaccine #JohnsonandJohnson really good info here! Ignore: @^@*@1382047008383512577@^@*@Michigan@^@*@None,US recommends pause for Johnson amp Johnson COVID vaccine. @fcn2go #covidvaccine https://t.co/lJsWoOGMge via @FCN2go Ignore: @^@*@1382046982466908166@^@*@Florida@^@*@Jacksonville,One down. One to go. #GetVaccinated #CovidVaccine https://t.co/50ah5sKihL Ignore: @^@*@1382046618833260550@^@*@Georgia@^@*@Tucker,Second shot in... now we wait. #phizer #CovidVaccine https://t.co/EAUH7Hl5Iy Ignore: @^@*@1382046585400492036@^@*@Georgia@^@*@Atlanta,Health science is not simply one more opinion we can choose to ignore or accept depending on our personal belief https://t.co/4b5hzImu9Q Ignore: @^@*@1382046176460091393@^@*@New Jersey@^@*@None,President Biden announced last week that hes bumping up his deadline for states to make all adults in the U.S. eli https://t.co/CQZVvGNFOT Ignore: @^@*@1382046142138044419@^@*@South Carolina@^@*@None,Yes the risk exists but when put into perspective you see how small it really is. These vaccines are safe and the https://t.co/rV9agYfEXz Ignore: @^@*@1382045946280873997@^@*@Nevada@^@*@Reno,Calling all veterans! You are currently eligible for the #COVIDvaccine. Call the number closest to you to schedule https://t.co/Q6QpKYDfvC Ignore: @^@*@1382045934251573249@^@*@Washington@^@*@Olympia,UNC Health has multiple #covidvaccine appointments at locations across #NorthCarolina. Our system is adding new app https://t.co/QAFGNHQJRa Ignore: @^@*@1382045871475458049@^@*@North Carolina@^@*@Raleigh,UNC Health has multiple #covidvaccine appointments at locations across #NorthCarolina. Our system is adding new app https://t.co/cDuQvZPKhN Ignore: @^@*@1382045599562932225@^@*@North Carolina@^@*@Chapel Hill
Are you getting the Covid Vaccine #CovidVaccine #COVID19 #COVID19Vaccine #vaccinated Ignore: @^@*@1382045448702087168@^@*@California@^@*@None,UPDATE: if you booked an appointment at the #CovidVaccine clinic at @campnorthend this weekend the clinic will now https://t.co/LnRAMEsVxk Ignore: @^@*@1382045098716901377@^@*@North Carolina@^@*@Charlotte,Boom! Second shot...shotted#CovidVaccine #TakeYourShot https://t.co/NmyZn1KATv Ignore: @^@*@1382044788262862865@^@*@North Carolina@^@*@Durham,TIP supports the FDA CDC and the state of Texas recommendations to pause the use of the Johnson amp Johnson https://t.co/eSWwSQbffS Ignore: @^@*@1382044708797607937@^@*@Texas@^@*@Houston,Got my second dose of #PfizerCovidVaccine yesterday and while I would definitely do it again 100 times over..holy https://t.co/LTsAISctFQ Ignore: @^@*@1382043101594677252@^@*@District of Columbia@^@*@Washington,New from Surgo UK: We deployed psychobehavioral segmentation to understand beliefs and barriers that influence ppls https://t.co/vbYkHB7Xpd Ignore: @^@*@1382042765127782403@^@*@District of Columbia@^@*@Washington,I know the news today about the JampJ vaccine sounds scary. But keep in mind that the risk of getting a blood clot f https://t.co/rkzFWX550I Ignore: @^@*@1382042607669350405@^@*@None@^@*@None,In case you are panicking about the JampJ vaccine heres some perspective. JampJ reports 6 cases of blood clots out https://t.co/P3lN6zzTUw Ignore: @^@*@1382042606302072837@^@*@None@^@*@None,ACOG Members: Find out what #obgyns need to know about todays pause of the #JohnsonandJohnson #CovidVaccine by the https://t.co/rqipB1uVfs Ignore: @^@*@1382042537456701440@^@*@District of Columbia@^@*@Washington, JampJ vaccine paused: CDC FDA cite blood clots in COVID vaccine  #CovidVaccine  https://t.co/LjnGMiyBQD Ignore: @^@*@1382042109516075013@^@*@Michigan@^@*@Detroit
Steps towards normalcy starts with your COVID19 Vaccine! Moderna Vaccines available at 3360 S. Third St.! https://t.co/WeVEpgNFcd Ignore: @^@*@1382041803289997313@^@*@Tennessee@^@*@Memphis,My upgrade is complete!#ᴠᴀᴄᴄɪɴᴇssᴀᴠᴇʟɪᴠᴇs #vaccinationdone #vaccinated #covid #covid19 #covidvaccine https://t.co/hfufgvYnAT Ignore: @^@*@1382041791214587911@^@*@Florida@^@*@None,Hey Pennsylvanians! This is huge news since now everyone is eligible to #GetVaccinated! Park City Center in Lancast https://t.co/2vzmGd4lp0 Ignore: @^@*@1382041560641077256@^@*@Pennsylvania@^@*@None,Good article that puts into perspective the risks and benefits of JampJ vaccine  and other daily risks we take.Plu https://t.co/tkX3VX0kk4 Ignore: @^@*@1382041523898974208@^@*@District of Columbia@^@*@Washington,For those concerned about #CovidVaccine safety  this is what to keep in mind:No corners were cut verifying the s https://t.co/nqsbmFrypi Ignore: @^@*@1382041522565173248@^@*@District of Columbia@^@*@Washington,Does the JampJ pause mean #CovidVaccine is unsafeAbsolutely not.It means rigorous vaccine safety protocols are w https://t.co/eGlf7fjntQ Ignore: @^@*@1382041520203792384@^@*@District of Columbia@^@*@Washington,I still look away when Im given a shot whos with me #CovidVaccine Ignore: @^@*@1382041251130839044@^@*@Minnesota@^@*@St Paul,Looking for a #CovidVaccine in El Dorado County New Pfizer appointments released at Red Hawk Casino: https://t.co/bKC7XrXvnh Ignore: @^@*@1382041006464397316@^@*@California@^@*@Sacramento,Genexine Institut Pasteur Korea team up for Covid19 variant vaccine: https://t.co/5oAR3eIC7K@PasteurKorea #COVID19 #CovidVaccine #vaccine Ignore: @^@*@1382040125450895365@^@*@Maryland@^@*@Baltimore,I made this pin and cant wait for my second shot so I can wear it too! Ive sold most of my first batch of pins https://t.co/Tws6rjR50D Ignore: @^@*@1382039584167575554@^@*@Florida@^@*@St Petersburg
We are starting to see some great #CovidVaccine  marketing. At long last. Here is my assessment: https://t.co/lPcRx6Ey2q Ignore: @^@*@1382039029458276353@^@*@Illinois@^@*@Chicago,https://t.co/honPqoU30D Nationwide #CovidVaccine appointment finder. #COVID19 #LACounty #LosAngeles    Ignore: @^@*@1382038792425459716@^@*@California@^@*@None,@MikeGarafolo @RapSheet Shouldnt all #NFL Players and staff get the friggin #CovidVaccine !! Ignore: @^@*@1382038710871556100@^@*@Texas@^@*@Austin,#PBCNews: On Tuesday April 13 2021 at 1:00 PM Palm Beach County Mayor Dave Kerner received his first #COVID19 va https://t.co/RV7gyJu8Zg Ignore: @^@*@1382038682216099841@^@*@Florida@^@*@West Palm Beach,Giving my hubby is COVID vaccine!!  #CovidVaccine https://t.co/MJCGxws7f3 Ignore: @^@*@1382038183878266883@^@*@Texas@^@*@Austin,My nurse was very nice. She laughed at all my jokes! #CovidVaccine #FirstDose https://t.co/I0Vz1gALfM Ignore: @^@*@1382038066953555969@^@*@Minnesota@^@*@Minneapolis,it is likely there are as many or more of these happening in the nonvaccinated population daily. #COVID19 https://t.co/OpevvcbVGQ Ignore: @^@*@1382037999194542081@^@*@California@^@*@None,Again today would be a great day to #FireFauci. The guy is massively inconsistent. Today he stated no Vaccine is 10 https://t.co/R2lvgpsiw5 Ignore: @^@*@1382037301677715464@^@*@Texas@^@*@Houston,Despite the pause on the JampJ vaccine all Washingtonians 16 will be eligible to get the #CovidVaccine starting A https://t.co/RKNucyxbvW Ignore: @^@*@1382037036970905607@^@*@Washington@^@*@Olympia,I didnt take the customary picture but I just got Moderna First Shot! Thank you #Doctors #scientists @JoeBiden https://t.co/tRP0ZQ8MOz Ignore: @^@*@1382036907765403652@^@*@Connecticut@^@*@None
@WaferCaptain @Skylar_Writer @rsvaughnUA @NPR therere many races of course but the @DNC always talks about the bl https://t.co/j31EP7mKjZ Ignore: @^@*@1382036606194966536@^@*@Illinois@^@*@None,COMING TOMORROW: National poll @POTUS @JoeBiden job rating public opinion of the Covid #StimulusPlan and are Ameri https://t.co/oU6wsjz1Jb Ignore: @^@*@1382035829913235457@^@*@New Jersey@^@*@West Long Branch,Need a Covid Vaccine StarMed has appointments available today on Southern Wake Campus! https://t.co/ger8fS1pRg #WakeTech #CovidVaccine Ignore: @^@*@1382035498990981122@^@*@North Carolina@^@*@Raleigh,Important information for anyone have issues scheduling their COVID vaccine after receiving an invitation to do so! https://t.co/l1RCdGUbrh Ignore: @^@*@1382035377695903749@^@*@Maryland@^@*@Rockville,The #CovidVaccine #mRNA vaxxer crowd are creepy on a cultlike level. By all means take it while I sit back and tak https://t.co/0Hv7cHcci1 Ignore: @^@*@1382035195776278532@^@*@California@^@*@San Diego,Al Hamdullilah  i just took my  first #CovidVaccine #Moderna #vaccinated #COVID19 #Ramadan https://t.co/BX5622TAWL Ignore: @^@*@1382034786064207876@^@*@Texas@^@*@Austin,Talking #CovidVaccine on the latest #HereNowtheNews. Im joined by vaccine expert Dr. Paul Goepfert from @UABSOM https://t.co/Rh9oqEsgam Ignore: @^@*@1382034764606140423@^@*@New York@^@*@None,Ill roll the dice with the JampJ vaccine... in fact local pharmacy said that was the one they had...just yesterday.  #COVID19 #CovidVaccine Ignore: @^@*@1382034248367026186@^@*@New York@^@*@Brooklyn,#COVIDvaccine FAQ: @permanentedocs break down answers to common #vaccine questions here: https://t.co/7MUtjB5XEO https://t.co/0n7PIg6H7d Ignore: @^@*@1382034115759910913@^@*@Maryland@^@*@Rockville,Just gave my two daughters the best birthday news I was just able to book them #CovidVaccine appointments for tomo https://t.co/WHmKpfgc2Z Ignore: @^@*@1382034097204256770@^@*@Massachusetts@^@*@None
Hudson County seniors needing help scheduling a COVID vaccine can call 2013955655 for assistance  https://t.co/TOxPEDkpxL Ignore: @^@*@1382034094083567619@^@*@New Jersey@^@*@Secaucus,CDC FDA Call To Immediately Pause Johnson amp Johnson COVID Vaccine Over Rare Blood Clotting Concerns https://t.co/OmbgM09to6 Ignore: @^@*@1382033944158339075@^@*@None@^@*@None,Dose one of the Pfizer Covid vaccine down one more to go. #stopthespread #covidvaccine @ Las Vegas Nevada https://t.co/fSjK71qUpr Ignore: @^@*@1382033744450646017@^@*@Nevada@^@*@Las Vegas,Apologies to the guy who knew the covid hotline number off the top of his head. I cant believe hes still answerin https://t.co/GctExeeEw8 Ignore: @^@*@1382033609842946050@^@*@New York@^@*@Rochester,Our portfolio company @JoinDrop is offering up to 50 in cash rewards when you snap a selfie while getting vaccinat https://t.co/7z5OXstIpq Ignore: @^@*@1382033537507938304@^@*@California@^@*@San Mateo,@unstabIeweirdo Ive submitted 240 pages of evidence proving my relationship w/ my partner. A relationship certifi https://t.co/AQos7RqdYt Ignore: @^@*@1382033257571713025@^@*@New Jersey@^@*@None,@VisitHagerstown in Maryland not only for their lovely town and their hospitality but also to get to your #vaccine https://t.co/neNTDxuWpo Ignore: @^@*@1382033211816042497@^@*@Massachusetts@^@*@Boston,Listen to our new webinar. Hear experts discuss how Community Health Workers and pharmacists support health equity https://t.co/2ZguFZbuYq Ignore: @^@*@1382033210255740930@^@*@District of Columbia@^@*@Washington,Severe muscle aches and pains and extremely fatigued. All I want to do is sleep. #CovidVaccine Ignore: @^@*@1382032626022764548@^@*@West Virginia@^@*@None,CDC amp FDA recommend U.S. pause use of Johnson amp Johnsons Covid19 vaccine over blood clot concerns #vaccine https://t.co/eMGG2l9Lpd Ignore: @^@*@1382032398595067906@^@*@New York@^@*@Manhattan
What can ya do #vaccine #COVID19 #CovidVaccine #lockdown4 #uk #lockdown #coronavirus https://t.co/hAR7rW5JUM Ignore: @^@*@1382032083707645954@^@*@California@^@*@Lancaster,.@msdh pauses Johnson amp Johnson #COVIDvaccine administration in Mississippi.@CDCgov has identified a rare clottin https://t.co/u4rcNq03RK Ignore: @^@*@1382031981563805699@^@*@Mississippi@^@*@Jackson,Around 119 million people have received their first dose of the #CovidVaccine in the U.S. according to the CDC. Lea https://t.co/STJb9emw2b Ignore: @^@*@1382031832091353092@^@*@District of Columbia@^@*@Washington,Checked getting an experimental vaccine during a pandemic from inside my car off my bucket list today. It was und https://t.co/Jm6PIHewvR Ignore: @^@*@1382031716269879299@^@*@Florida@^@*@None,Whats next in the #vaccine worldAfter hiccups w/#AstraZeneca globally now @US_FDA amp @CDCgov pause the use of th https://t.co/h9I04951uA Ignore: @^@*@1382031662083624961@^@*@None@^@*@None,I didnt need my left arm anyway. #CovidVaccine Ignore: @^@*@1382031531057811456@^@*@Florida@^@*@Palm Beach,If you begin your comments by saying youve done research you cant follow up by attributing your hesitancy to em https://t.co/I0oGEVeWQG Ignore: @^@*@1382031058166681600@^@*@None@^@*@None,Dont Relax  COVID19Related Changes are NOT Slowing Down https://t.co/hSrF8m2IyK #COVIDVaccine #VaccinePass #OSHA Ignore: @^@*@1382030826234376195@^@*@Colorado@^@*@None,Getting my first shot on Friday! #CovidVaccine Ignore: @^@*@1382030800439414789@^@*@South Carolina@^@*@Greenville,Johnson amp Johnson Vaccinations Halt Across Country After Rare Clotting Cases Emerge https://t.co/riJ25kmxtd #CovidVaccine Ignore: @^@*@1382030736375439363@^@*@Virginia@^@*@Fairfax
I knew not to trust the Johnson and Johnson vaccine. #COVID19 #CovidVaccine https://t.co/eD22SKo0gW Ignore: @^@*@1382030134912307200@^@*@New Jersey@^@*@None,I just got my second dose of the #COVID19 vaccine. I dont know if this is going to help in the long run but at lea https://t.co/oJ5Mgjf3KH Ignore: @^@*@1382029858524459009@^@*@New Jersey@^@*@None,Hey Angelinos Im having trouble finding any available appointments for a #covidvaccine in Los Angeles. Ive been https://t.co/4MFzjfApBe Ignore: @^@*@1382029747035594753@^@*@California@^@*@Los Angeles,At todays @whitehouse  briefing Dr Fauci said that reactions from other #COVIDVaccines #CovidVaccine  @pfizer and https://t.co/xsOPcvkvjl Ignore: @^@*@1382029743898427393@^@*@None@^@*@None,Beyond my arm where I got the vaccine feeling heavy in the spot that I got the injection for about an hour so far https://t.co/co7PJ0yG4C Ignore: @^@*@1382029573207027713@^@*@Florida@^@*@None,Second Covid vaccination  shot done! #covidvaccine @ Pittsburgh Pennsylvania https://t.co/cE0d46c7QV Ignore: @^@*@1382029557205774336@^@*@Pennsylvania@^@*@Pittsburgh,#COVIDVaccine UPDATE: Here is our official statement regarding the rare occurrence of blood clotting after receivin https://t.co/Kix02PfWPf Ignore: @^@*@1382029474284244996@^@*@California@^@*@Long Beach,Anthrax Vaccine  posts by  Meryl Nass M.D.: US recommends pause for JampJ vaccine over clot reports/ AP: https://t.co/jXJwSxDhJr Ignore: @^@*@1382029244356829190@^@*@New Jersey@^@*@Parsippany,I am trying to meet patients and colleagues where they are on #CovidVaccine uptake to take their concerns seriousl https://t.co/eBAvqTdRZd Ignore: @^@*@1382029237499035648@^@*@Michigan@^@*@Detroit,It wasnt the JampJ vaccine I hoped for but happy to get the first shot over with and be closer to getting back to n https://t.co/9nwJcZl3x0 Ignore: @^@*@1382029125506961408@^@*@Illinois@^@*@None
Johnson and Johnson has a long history of poisoning people through there products. Why are we supposed to trust the https://t.co/6bmamCQS47 Ignore: @^@*@1382028784841461761@^@*@Texas@^@*@None,Blood clots are only dangerous when they affect men according to med establishment. Birth control pills have many https://t.co/IMZ2Ud7N4h Ignore: @^@*@1382028724548161537@^@*@California@^@*@South San Francisco,NONE of the #CovidVaccine are approved by the FDA! NONE OF THEM!https://t.co/fZO841buLu https://t.co/eyXfCymIVy Ignore: @^@*@1382028499880443906@^@*@California@^@*@None,Santa Clara County opens vaccination appointments to everyone 16 and older https://t.co/4RZcnfVpqQ via @mercnews https://t.co/9kA4vUfpxi Ignore: @^@*@1382028282598625280@^@*@California@^@*@None,I got my first dose of 5G you guys!!! Hooray #CovidVaccine #Pfizer #GetVaccinated https://t.co/cVcHdy62iL Ignore: @^@*@1382028165799944194@^@*@Arkansas@^@*@Rogers,Just got the Pfizer vaccine.  Was really impressed with @kchd92 Knox County Health Department  organized effici https://t.co/RxJyifwUrg Ignore: @^@*@1382027860886614017@^@*@Tennessee@^@*@Knoxville,U.S. urges pause on use of Johnson amp Johnson Covid19 vaccine after rare blood clotting cases https://t.co/YkkODTXhdq Ignore: @^@*@1382027724944904192@^@*@California@^@*@None,Hello @JNJNewsYour vaccine manufacturer in #Boston ruined15 Million doses of the #Janssen #CovidVaccine.My que https://t.co/sm4tMCKxou Ignore: @^@*@1382027697409425411@^@*@New York@^@*@None,Among those who have not received their #CovidVaccine yet 3 in 10 are unsure if they are eligible. Hispanic adul https://t.co/Hbhi66PyAF Ignore: @^@*@1382027572519837700@^@*@California@^@*@None,Vaccinated life is sweet  #CancelCovid #CovidVaccine #coronavirus #Covid19 #donuts #WhyIVax https://t.co/C2MuyPjUNG Ignore: @^@*@1382027564290514944@^@*@None@^@*@None
If you develop a distorted sense of smell after vaccination find out what you should do. https://t.co/yxNjJYwqsb https://t.co/pSkPDkl2hO Ignore: @^@*@1382027537333764099@^@*@New York@^@*@None,@WKRG is hosting a COVID19 vaccine event with the Pfizer vaccine at our studios with USA Health today until 5 p. P https://t.co/FYPGG7VYdc Ignore: @^@*@1382027505016655876@^@*@Alabama@^@*@Mobile,@JohnRMontford Typically wait for IgG check for spike protein but given this scenario can check and see if he has m https://t.co/LoFH6rVgPm Ignore: @^@*@1382027293665734656@^@*@New York@^@*@None,I take my second vaccine shot tomorrow. I heard the 2nd one a lil rough.  #CovidVaccine https://t.co/LSkb6eIAjp Ignore: @^@*@1382027154741997569@^@*@Virginia@^@*@Alexandria,Are we taking our second #CovidVaccine in the same arm or no Ignore: @^@*@1382027145250279426@^@*@Connecticut@^@*@None,Breakthrough #COVID19 infections are an expected thing: no #CovidVaccine is 100! #MaskUp #SocialDistance https://t.co/uTPM5H8aI5 Ignore: @^@*@1382026877376860160@^@*@New York@^@*@None,Hospitalizations in my region are way down why the hell would I need to take an #mRNA #CovidVaccine now  Ignore: @^@*@1382026628985884672@^@*@California@^@*@San Diego,No @chucktodd we dont need more information. We are drowning in information and numbers and statistics. We need https://t.co/dNEOng6vaW Ignore: @^@*@1382026266308710409@^@*@None@^@*@None,@HaroldtheCatLOL @ebeth360 Hes fat and looks unhealthy. Probably got in under the #comorbidity rule. Fat people ca https://t.co/Npy5YiiyBD Ignore: @^@*@1382025942294532099@^@*@Rhode Island@^@*@None,#California pauses #JohnsonAndJohnsonVaccine  use after reports of 6 #bloodclots  in U.S. https://t.co/Pgja1Sj1DV https://t.co/g2TX3ZwSQO Ignore: @^@*@1382025622063517696@^@*@California@^@*@Riverside
@ebeth360 Truer words have never been spoken #CovidVaccine @brianstelter #CNN @CNN Ignore: @^@*@1382025463070027783@^@*@Rhode Island@^@*@None,Health officials are investigating very rare reports of potentially dangerous blood clots. If you have an upcoming https://t.co/AMvCjZTaOs Ignore: @^@*@1382025247533248512@^@*@Virginia@^@*@Richmond,@Jay_USMC2 @BearmanShannon @nypmetro The #CovidVaccine is not a cure. You can still get #COVID19 as soon as you tak https://t.co/RLJ7mh9Cg9 Ignore: @^@*@1382025247373819904@^@*@None@^@*@None,Trump takes pic with Black man from Georgia who does not support BLM or Johnson amp Johnson vaccine #MAGA #BLM https://t.co/Jzh4rShsJB Ignore: @^@*@1382025231171256326@^@*@New York@^@*@None,My latest for @TheDoctorNews! https://t.co/CHVimUX2GR #publichealth #COVID19 #CovidVaccine @fredhutch @UW Ignore: @^@*@1382024889973010439@^@*@New York@^@*@New York,If you are thinking covid cant be that bad Im here to tell you it can. Just the vaccine alone has put me in bed https://t.co/p4N56v22Py Ignore: @^@*@1382024825259106305@^@*@Colorado@^@*@None,Allergic reactions to the COVID vaccine may be a high concern for women  https://t.co/XuAfhcFcvl @commdiginews https://t.co/q0tdRfP6az Ignore: @^@*@1382024460253888512@^@*@California@^@*@San Diego,First shot down! #teammoderna #CovidVaccine Ignore: @^@*@1382024384907513858@^@*@Florida@^@*@None,JOHNSON amp JOHNSON VACCINE PAUSE@CAgovernor @GavinNewsom says #California will temporarily pause the use of the https://t.co/GLpUITQtB8 Ignore: @^@*@1382024195677179904@^@*@California@^@*@None,Got my first shot today. So thankful for the opportunity. Thank you science Dr. Fauci President Biden VP Harris https://t.co/lFC2Gjq3Lz Ignore: @^@*@1382024046599094276@^@*@Indiana@^@*@Indianapolis
AMCs Command Surgeon COL Matt Hoefer answers questions and educates the workforce about the #COVIDvaccine. In this https://t.co/Kpmv4tskmH Ignore: @^@*@1382023948586598402@^@*@Alabama@^@*@None,AP: Pune supplier of vaccine to UK Canada and many poor nations under U.N.backed COVAX initiative is itself ru https://t.co/7jPZcHMsBD Ignore: @^@*@1382023884820598791@^@*@New York@^@*@New York,I called my clinic to schedule a #CovidVaccine shot. Its a voicemail line so I left a message and so Im starting https://t.co/V5qnVBhEI5 Ignore: @^@*@1382023796169662465@^@*@California@^@*@Vista,NEW: @NC_Governor has released his statement on the use of the #JohnsonandJohnson vaccine. @SpecNews1CLT #ncnews https://t.co/t4emokpl7E Ignore: @^@*@1382023329272504326@^@*@North Carolina@^@*@Charlotte,As many are eager to get to their doctors office for a #COVIDVaccine remember one thing: #Medicaldata is extremel https://t.co/6x1nr18StI Ignore: @^@*@1382023299820093443@^@*@Oklahoma@^@*@Ada,Having issues registering with @AusPublicHealth   Me too so I signed up yesterday with @wilcogov and have appt to https://t.co/7EeRXhjrF5 Ignore: @^@*@1382022941030907917@^@*@Texas@^@*@Houston,How does one explain the JampJ news in less than 60 seconds #CovidVaccine #JohnsonandJohnson #tweetiatrician https://t.co/KYsovlpaku Ignore: @^@*@1382022839923052553@^@*@Ohio@^@*@Cincinnati,Feeling sleepy from my #CovidVaccine Ignore: @^@*@1382022746947915784@^@*@New York@^@*@None,I was all set to get the one dose JampJ #CovidVaccine and they cancelled It because 6 people in the whole US got bloo https://t.co/Xf0JPIKSJx Ignore: @^@*@1382022358274252801@^@*@Arizona@^@*@None,Johnson and Johnson was a one shot vaccine because they knew they wouldnt be around for a second dose.   #CovidVaccine Ignore: @^@*@1382022354327511040@^@*@Texas@^@*@None
Thinking about posting a picture of your #CovidVaccine card on social media Why that could create an opening for f https://t.co/9hENOUoGCi Ignore: @^@*@1382022236379312128@^@*@Illinois@^@*@Chicago,Gonna tell my kids this was the Johnson amp Johnson vaccine.#CovidVaccine#JohnsonandJohnson https://t.co/6mprwLMvNE Ignore: @^@*@1382022232441024529@^@*@New York@^@*@New York,Lets not forget that #AstraZeneca had #bloodclot claims as well and lets not forget that #Pfizer killed many back https://t.co/lHSZlSSev1 Ignore: @^@*@1382022163704778752@^@*@Florida@^@*@None,we got them daddybodies #COVIDvaccine Ignore: @^@*@1382022152921178115@^@*@Wisconsin@^@*@Superior,Dose 1 of #CovidVaccine  If you can please schedule an appointment as soon as youre able! https://t.co/2MB8JcISF9 Ignore: @^@*@1382022106955702277@^@*@District of Columbia@^@*@Washington,#April13th #TerrificTuesday @CandaceMcCowan7 Good Afternoon Candace Mc. Live from @javitscenter Candace Mc Cowens https://t.co/PaZ0gUVkdd Ignore: @^@*@1382022026173546498@^@*@New York@^@*@New York,Got my first vaccine! #CovidVaccine #Pfizer #PfizerGang https://t.co/zvYdt42XKT Ignore: @^@*@1382021972536737796@^@*@Kentucky@^@*@Louisville,@wsvn On the past Dec I received the #COVID19 Vaccine by @AstraZeneca here in #Miami  Coral Gables  with NO side https://t.co/HehOo8PjZ5 Ignore: @^@*@1382021827275460613@^@*@Florida@^@*@Miami Beach,Feeling more and more confident theres not going to be another COVID wave or spike some local exceptions will app https://t.co/PrPGfHmq7J Ignore: @^@*@1382021648489066500@^@*@Georgia@^@*@None,The same people:Monday: Wear a mask or theres a 0.001 chance youll DIE!!!!Tuesday: Stupid antivaxxer! T https://t.co/RQ6Q4FI3yv Ignore: @^@*@1382021624862535680@^@*@Illinois@^@*@None
